Provider,product,Price,CPU_RAM_price,Storage_price,licensed_OS_price,internal_egress_price,external_egress_price,internal_egress,external_egress,CPU,RAM,STORAGE,Regional_redundancy,Autoscaling,Payment_option,Term_Length,Instance_Type,Disk_type,OS,Region
Amazon,RH85,3.01017,0.673,0.0084,0,0,2.3288,9000,20000,32,64,400,no,horizontal,partially upfront,3 Year commitment,On Demand,SSD,Linux,US
Amazon,RH86,2.97717,0.64,0.0084,0,0,2.3288,9000,20000,32,64,400,no,horizontal,All upfront,3 Year commitment,On Demand,SSD,Linux,US
Amazon,RH87,5.32217,2.985,0.0084,0,0,2.3288,9000,20000,32,64,400,no,horizontal,no upfront,No commitment,Dedicated,SSD,free,US
Amazon,RH88,4.21817,1.881,0.0084,0,0,2.3288,9000,20000,32,64,400,no,horizontal,no upfront,1 Year commitment,Dedicated,SSD,free,US
Amazon,RH89,4.12717,1.79,0.0084,0,0,2.3288,10000,20000,32,64,400,no,horizontal,partially upfront,1 Year commitment,Dedicated,SSD,free,US
Amazon,RH90,7.58532,1.755,0.0084,0,0,5.8219,10000,50000,32,64,400,no,horizontal,All upfront,1 Year commitment,Dedicated,SSD,free,US
Amazon,RH91,7.12032,1.29,0.0084,0,0,5.8219,10000,50000,32,64,400,no,horizontal,no upfront,3 Year commitment,Dedicated,SSD,free,US
Amazon,RH92,7.02432,1.194,0.0084,0,0,5.8219,10000,50000,32,64,400,no,horizontal,partially upfront,3 Year commitment,Dedicated,SSD,free,US
Amazon,RH93,6.95232,1.122,0.0084,0,0,5.8219,10000,50000,32,64,400,no,horizontal,All upfront,3 Year commitment,Dedicated,SSD,free,US
Amazon,RH94,4.40076,3.154,0.01388,0,0,1.2329,1000,10000,8,32,400,no,horizontal,no upfront,No commitment,Dedicated,SSD,free,US
Amazon,RH95,2.66976,1.423,0.01388,0,0,1.2329,1000,10000,8,32,400,no,horizontal,All upfront,3 Year commitment,Dedicated,SSD,free,US
Amazon,RH96,2.13213,0.868,0.03125,0,0,1.2329,1000,10000,8,32,1000,no,horizontal,no upfront,No commitment,On Demand,SSD,free,Europe
Amazon,RH97,1.92613,0.662,0.03125,0,0,1.2329,1000,10000,8,32,1000,no,horizontal,All upfront,1 Year commitment,On Demand,SSD,Windows,Europe
Amazon,RH98,1.83213,0.568,0.03125,0,0,1.2329,2000,10000,8,32,1000,no,horizontal,partially upfront,3 Year commitment,On Demand,SSD,Windows,Europe
Amazon,RH99,1.61133,0.3472,0.03125,0,0,1.2329,2000,10000,8,32,1000,no,horizontal,no upfront,No commitment,Spot,SSD,free,Europe
Amazon,RH100,1.70913,0.445,0.03125,0,0,1.2329,2000,10000,8,32,1000,no,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Europe
Amazon,RH101,1.69413,0.43,0.03125,0,0,1.2329,2000,10000,8,32,1000,no,horizontal,partially upfront,1 Year commitment,On Demand,SSD,Linux,Europe
Amazon,RH102,1.74651,0.318,0.03125,0,0,1.3973,2000,12000,8,32,1000,no,horizontal,All upfront,3 Year commitment,On Demand,SSD,Linux,Europe
Amazon,RH103,1.77451,0.346,0.03125,0,0,1.3973,2000,12000,8,32,1000,no,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Europe
Amazon,RH104,1.72251,0.294,0.03125,0,0,1.3973,2000,12000,8,32,1000,no,horizontal,All upfront,1 Year commitment,On Demand,SSD,free,Europe
Amazon,RH105,1.61651,0.188,0.03125,0,0,1.3973,5000,12000,8,32,1000,no,horizontal,partially upfront,3 Year commitment,On Demand,SSD,free,Europe
Amazon,RH106,0.30425,0.1364,0.00347,0,0,0.1644,30,1000,2,8,100,no,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Asia
Amazon,RH107,0.24408,0.0728,0.0069,0,0,0.1644,30,1000,2,4,200,no,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Asia
Amazon,RH108,0.57279,0.398,0.01041,0,0,0.1644,30,1000,4,8,300,no,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Asia
Amazon,RH109,0.46938,0.2912,0.0138,0,0,0.1644,100,1000,4,16,400,no,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Asia
Amazon,RH110,3.2525,1.592,0.01666,0,0,1.6438,1000,10000,16,32,500,no,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Asia
Amazon,RH111,3.44374,1.768,0.0319,0,0,1.6438,1000,10000,16,64,1000,no,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Asia
Amazon,RH112,3.47931,1.832,0.00347,0,0,1.6438,1000,10000,16,128,100,no,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Asia
Amazon,RH113,4.65624,3.008,0.0044,0,0,1.6438,500,10000,32,64,200,no,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Asia
Amazon,RH114,5.11364,3.456,0.0138,0,0,1.6438,500,10000,32,128,500,no,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Asia
Amazon,RH115,3.70234,2.0309,0.0276,0,0,1.6438,500,10000,32,128,1000,no,horizontal,no upfront,No commitment,Spot,SSD,Windows,Asia
Amazon,RH116,2.72416,1.3172,0.0097,0,0,1.3973,5000,12000,12,48,300,no,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Europe
Amazon,RH117,2.05296,0.646,0.0097,0,0,1.3973,5000,12000,12,48,300,no,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Europe
Amazon,RH118,2.01396,0.607,0.0097,0,0,1.3973,5000,12000,12,48,300,no,horizontal,partially upfront,3 Year commitment,On Demand,Standard,Linux,Europe
Amazon,RH119,1.98596,0.579,0.0097,0,0,1.3973,5000,12000,12,48,300,no,horizontal,All upfront,3 Year commitment,On Demand,Standard,Linux,Europe
Amazon,RH120,2.03096,0.624,0.0097,0,0,1.3973,5000,12000,12,48,300,no,horizontal,All upfront,3 Year commitment,Dedicated,Standard,Linux,Europe
Amazon,RH121,3.21347,0.875,0.0097,0,0,2.3288,5000,20000,12,48,300,no,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Europe
Amazon,RH122,3.17747,0.839,0.0097,0,0,2.3288,5000,20000,12,48,300,no,horizontal,partially upfront,1 Year commitment,On Demand,Standard,Linux,Europe
Amazon,RH123,3.16347,0.825,0.0097,0,0,2.3288,5000,20000,12,48,300,no,horizontal,All upfront,1 Year commitment,On Demand,Standard,Linux,Europe
Amazon,RH124,3.03547,0.697,0.0097,0,0,2.3288,5000,20000,12,48,300,no,horizontal,no upfront,3 Year commitment,Dedicated,Standard,Linux,Europe
Amazon,RH125,2.99347,0.655,0.0097,0,0,2.3288,1000,20000,12,48,300,no,horizontal,partially upfront,3 Year commitment,Dedicated,Standard,Linux,Europe
Amazon,RH126,0.2737,0.14,0.01041,0,0,0.1233,100,1000,2,8,300,no,horizontal,no upfront,No commitment,On Demand,Standard,Linux,US
Amazon,RH127,0.54127,0.161,0.01041,0,0,0.3699,100,3000,4,16,300,no,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,US
Amazon,RH128,2.80838,0.4692,0.01041,0,0,2.3288,1000,20000,8,16,300,no,horizontal,no upfront,No commitment,On Demand,Standard,Linux,US
Amazon,RH129,2.66118,0.322,0.01041,0,0,2.3288,1000,20000,8,32,300,no,horizontal,partially upfront,1 Year commitment,On Demand,Standard,Linux,US
Amazon,RH130,3.63163,1.2862,0.01666,0,0,2.3288,1000,20000,12,48,500,no,horizontal,no upfront,No commitment,On Demand,Standard,Linux,US
Amazon,RH131,2.46574,0.806,0.0159,0,0,1.6438,1000,10000,12,48,500,no,horizontal,All upfront,1 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH132,2.76254,1.1028,0.0159,0,0,1.6438,1000,10000,16,128,500,no,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Asia
Amazon,RH133,1.99474,0.335,0.0159,0,0,1.6438,1000,10000,16,32,500,no,horizontal,partially upfront,3 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH134,3.15464,1.4996,0.0112,0,0,1.6438,500,10000,32,64,500,no,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Asia
Amazon,RH135,2.38704,0.732,0.0112,0,0,1.6438,500,10000,32,128,500,no,horizontal,All upfront,3 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH136,3.63087,1.2862,0.0159,0,0,2.3288,1000,20000,12,48,500,no,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Asia
Amazon,RH137,0.45788,0.2776,0.0159,0,0,0.1644,100,1000,4,16,500,no,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Asia
Amazon,RH138,0.33428,0.154,0.0159,0,0,0.1644,100,1000,4,16,500,no,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH139,3.50087,1.1562,0.0159,0,0,2.3288,1000,20000,12,48,500,no,horizontal,partially upfront,1 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH140,3.59987,1.2552,0.0159,0,0,2.3288,1000,20000,12,48,500,no,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH141,2.98827,0.6436,0.0159,0,0,2.3288,1000,20000,16,32,500,no,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Asia
Amazon,RH142,2.79867,0.454,0.0159,0,0,2.3288,1000,20000,16,32,500,no,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH143,1.84516,0.432,0.0159,0,0,1.3973,1000,12000,16,32,500,no,horizontal,All upfront,1 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH144,1.73616,0.323,0.0159,0,0,1.3973,1000,12000,16,32,500,no,horizontal,All upfront,3 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH145,1.76516,0.352,0.0159,0,0,1.3973,1000,12000,16,32,500,no,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH146,3.36904,1.714,0.0112,0,0,1.6438,500,10000,32,128,500,no,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Asia
Amazon,RH147,2.79304,1.138,0.0112,0,0,1.6438,500,10000,32,128,500,no,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH148,3.42997,1.09,0.0112,0,0,2.3288,5000,20000,32,128,500,no,horizontal,partially upfront,1 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH149,3.41097,1.071,0.0112,0,0,2.3288,5000,20000,32,128,500,no,horizontal,All upfront,1 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH150,3.16097,0.821,0.0112,0,0,2.3288,5000,20000,32,128,500,no,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH151,3.10997,0.77,0.0112,0,0,2.3288,5000,20000,32,128,500,no,horizontal,partially upfront,3 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH152,4.14997,1.81,0.0112,0,0,2.3288,5000,20000,32,128,500,no,horizontal,no upfront,No commitment,Dedicated,Standard,Linux,Asia
Amazon,RH153,6.66112,0.828,0.0112,0,0,5.8219,5000,50000,32,128,500,no,horizontal,All upfront,3 Year commitment,Dedicated,Standard,Linux,Asia
Amazon,RH154,6.69912,0.866,0.0112,0,0,5.8219,5000,50000,32,128,500,no,horizontal,partially upfront,3 Year commitment,Dedicated,Standard,Linux,Asia
Amazon,RH155,6.75012,0.917,0.0112,0,0,5.8219,10000,50000,32,128,500,no,horizontal,no upfront,3 Year commitment,Dedicated,Standard,Linux,Asia
Amazon,RH156,7.06712,1.234,0.0112,0,0,5.8219,10000,50000,32,128,500,no,horizontal,no upfront,1 Year commitment,Dedicated,Standard,Linux,Asia
Amazon,RH157,7.01912,1.186,0.0112,0,0,5.8219,10000,50000,32,128,500,no,horizontal,partially upfront,1 Year commitment,Dedicated,Standard,Linux,Asia
Amazon,RH158,7.00012,1.167,0.0112,0,0,5.8219,10000,50000,32,128,500,no,horizontal,All upfront,1 Year commitment,Dedicated,Standard,Linux,Asia
Amazon,RH159,0.37728,0.197,0.0159,0,0,0.1644,100,1000,4,16,500,no,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH160,0.37128,0.191,0.0159,0,0,0.1644,100,1000,4,16,500,no,horizontal,partially upfront,1 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH161,0.36828,0.188,0.0159,0,0,0.1644,100,1000,4,16,500,no,horizontal,All upfront,1 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH162,0.65605,0.147,0.0159,0,0,0.4932,400,3000,4,16,500,no,horizontal,partially upfront,3 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH163,0.65105,0.142,0.0159,0,0,0.4932,400,3000,4,16,500,no,horizontal,All upfront,3 Year commitment,On Demand,Standard,Linux,Asia
Amazon,RH164,0.67605,0.167,0.0159,0,0,0.4932,400,3000,4,16,500,no,horizontal,no upfront,3 Year commitment,Dedicated,Standard,Linux,Asia
Amazon,RH165,0.80085,0.2918,0.0159,0,0,0.4932,400,3000,4,16,500,no,horizontal,no upfront,No commitment,Dedicated,Standard,Linux,Asia
Amazon,RH166,0.71905,0.21,0.0159,0,0,0.4932,500,3000,4,16,500,no,horizontal,no upfront,1 Year commitment,Dedicated,Standard,Linux,Asia
Amazon,RH167,0.71305,0.204,0.0159,0,0,0.4932,500,3000,4,16,500,no,horizontal,partially upfront,1 Year commitment,Dedicated,Standard,Linux,Asia
Amazon,RH168,0.71005,0.201,0.0159,0,0,0.4932,500,3000,4,16,500,no,horizontal,All upfront,1 Year commitment,Dedicated,Standard,Linux,Asia
Amazon,RH169,0.66405,0.155,0.0159,0,0,0.4932,500,3000,4,16,500,no,horizontal,All upfront,3 Year commitment,Dedicated,Standard,Linux,Asia
Amazon,RH170,0.66905,0.16,0.0159,0,0,0.4932,500,3000,4,16,500,no,horizontal,partially upfront,3 Year commitment,Dedicated,Standard,Linux,Asia
Digital,Ocean,0.2239,0.05952,0,0,0,0.1644,100,1000,4,8,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
Digital,Ocean,0.21938,0.055,0,0,0,0.1644,100,1000,4,8,200,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,US
Digital,Ocean,1.88194,0.2381,0,0,0,1.6438,1000,10000,8,16,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
Digital,Ocean,1.86584,0.222,0,0,0,1.6438,1000,10000,8,16,100,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,US
Digital,Ocean,1.9117,0.26786,0,0,0,1.6438,1000,10000,8,16,200,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
Digital,Ocean,1.89384,0.25,0,0,0,1.6438,1000,10000,8,16,400,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,US
Digital,Ocean,2.12003,0.47619,0,0,0,1.6438,1000,10000,16,32,200,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
Digital,Ocean,2.08784,0.444,0,0,0,1.6438,1000,10000,16,32,200,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,US
Digital,Ocean,2.17955,0.53571,0,0,0,1.6438,1000,10000,16,32,800,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
Digital,Ocean,2.14384,0.5,0,0,0,1.6438,1000,10000,16,32,800,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,US
Digital,Ocean,0.40248,0.2381,0,0,0,0.1644,100,1000,4,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
Digital,Ocean,0.38438,0.22,0,0,0,0.1644,100,1000,4,32,100,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,US
Digital,Ocean,2.12003,0.47619,0,0,0,1.6438,1000,10000,8,64,200,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
Digital,Ocean,2.08384,0.44,0,0,0,1.6438,1000,10000,8,64,200,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,US
Digital,Ocean,2.59622,0.95238,0,0,0,1.6438,1000,10000,16,128,400,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
Digital,Ocean,2.52384,0.88,0,0,0,1.6438,1000,10000,16,128,400,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,US
Google,S2,0.41248,0.172668,0.0065,0.184,0,0.0493,100,300,4,16,100,no,horizontal,no upfront,No commitment,On Demand,Standard,Windows,Europe
Google,S3,0.23606,0.172668,0.0065,0.007577,0,0.0493,100,300,4,16,100,no,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Europe
Google,S4,0.25028,0.172668,0.0283,0,0,0.0493,100,300,4,16,100,no,horizontal,no upfront,No commitment,On Demand,SSD,free,Europe
Google,S5,0.43428,0.172668,0.0283,0.184,0,0.0493,100,300,4,16,100,no,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Europe
Google,S6,0.25028,0.172668,0.0283,0,0,0.0493,100,300,4,16,100,no,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Europe
Google,S7,0.11518,0.051788,0.0065,0.007577,0,0.0493,400,300,4,16,100,no,horizontal,no upfront,No commitment,Spot,Standard,free,Europe
Google,S8,0.2916,0.051788,0.0065,0.184,0,0.0493,400,300,4,16,100,no,horizontal,no upfront,No commitment,Spot,Standard,Windows,Europe
Google,S9,0.11518,0.051788,0.0065,0.007577,0,0.0493,400,300,4,16,100,no,horizontal,no upfront,No commitment,Spot,Standard,Linux,Europe
Google,S10,0.17872,0.051788,0.0283,0,0,0.0986,400,600,4,16,100,no,horizontal,no upfront,No commitment,Spot,SSD,free,Europe
Google,S11,0.36272,0.051788,0.0283,0.184,0,0.0986,400,600,4,16,100,no,horizontal,no upfront,No commitment,Spot,SSD,Windows,Europe
Google,S12,0.1863,0.051788,0.0283,0.007577,0,0.0986,400,600,4,16,100,no,horizontal,no upfront,No commitment,Spot,SSD,Linux,Europe
Google,S13,0.2139,0.108772,0.0065,0,0,0.0986,500,600,4,16,100,no,horizontal,no upfront,1 Year commitment,On Demand,Standard,free,Europe
Google,S14,0.3979,0.108772,0.0065,0.184,0,0.0986,500,600,4,16,100,no,horizontal,no upfront,1 Year commitment,On Demand,Standard,Windows,Europe
Google,S15,0.22148,0.108772,0.0065,0.007577,0,0.0986,500,600,4,16,100,no,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Europe
Google,S16,0.2357,0.108772,0.0283,0,0,0.0986,500,600,4,16,100,no,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,Europe
Google,S17,0.4197,0.108772,0.0283,0.184,0,0.0986,500,600,4,16,100,no,horizontal,no upfront,1 Year commitment,On Demand,SSD,Windows,Europe
Google,S18,0.30903,0.108772,0.0283,0.007577,0,0.1644,500,1000,4,16,100,no,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Europe
Google,S19,0.24857,0.077688,0.0065,0,0,0.1644,500,1000,4,16,100,no,horizontal,no upfront,3 Year commitment,On Demand,Standard,free,Europe
Google,S20,0.43257,0.077688,0.0065,0.184,0,0.1644,500,1000,4,16,100,no,horizontal,no upfront,3 Year commitment,On Demand,Standard,Windows,Europe
Google,S21,0.25615,0.077688,0.0065,0.007577,0,0.1644,500,1000,4,16,100,no,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Europe
Google,S22,0.27037,0.077688,0.0283,0,0,0.1644,500,1000,4,16,100,no,horizontal,no upfront,3 Year commitment,On Demand,SSD,free,Europe
Google,S23,0.45437,0.077688,0.0283,0.184,0,0.1644,500,1000,4,16,100,no,horizontal,no upfront,3 Year commitment,On Demand,SSD,Windows,Europe
Google,S24,0.27795,0.077688,0.0283,0.007577,0,0.1644,500,1000,4,16,100,no,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Europe
Google,S25,0.35583,0.172668,0.0133,0,0.0054795,0.1644,400,1000,4,16,100,yes,horizontal,no upfront,No commitment,On Demand,Standard,free,Europe
Google,S26,0.53983,0.172668,0.0133,0.184,0.0054795,0.1644,400,1000,4,16,100,yes,horizontal,no upfront,No commitment,On Demand,Standard,Windows,Europe
Google,S27,0.36341,0.172668,0.0133,0.007577,0.0054795,0.1644,400,1000,4,16,100,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Europe
Google,S28,0.39913,0.172668,0.0566,0,0.0054795,0.1644,400,1000,4,16,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,Europe
Google,S29,0.58313,0.172668,0.0566,0.184,0.0054795,0.1644,400,1000,4,16,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Europe
Google,S30,0.40671,0.172668,0.0566,0.007577,0.0054795,0.1644,400,1000,4,16,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Europe
Google,S31,0.67331,0.051788,0.0133,0,0.0054795,0.6027,400,4000,4,16,100,yes,horizontal,no upfront,No commitment,Spot,Standard,free,Europe
Google,S32,0.85731,0.051788,0.0133,0.184,0.0054795,0.6027,400,4000,4,16,100,yes,horizontal,no upfront,No commitment,Spot,Standard,Windows,Europe
Google,S33,0.68088,0.051788,0.0133,0.007577,0.0054795,0.6027,400,4000,4,16,100,yes,horizontal,no upfront,No commitment,Spot,Standard,Linux,Europe
Google,S34,0.71661,0.051788,0.0566,0,0.0054795,0.6027,400,4000,4,16,100,yes,horizontal,no upfront,No commitment,Spot,SSD,free,Europe
Google,S35,0.90061,0.051788,0.0566,0.184,0.0054795,0.6027,400,4000,4,16,100,yes,horizontal,no upfront,No commitment,Spot,SSD,Windows,Europe
Google,S36,0.72418,0.051788,0.0566,0.007577,0.0054795,0.6027,400,4000,4,16,100,yes,horizontal,no upfront,No commitment,Spot,SSD,Linux,Europe
Google,S37,0.73029,0.108772,0.0133,0,0.0054795,0.6027,400,4000,4,16,100,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,free,Europe
Google,S38,0.91429,0.108772,0.0133,0.184,0.0054795,0.6027,400,4000,4,16,100,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Windows,Europe
Google,S39,0.29951,0.108772,0.0133,0.007577,0.0054795,0.1644,400,1000,4,16,100,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Europe
Google,S40,0.33524,0.108772,0.0566,0,0.0054795,0.1644,400,1000,4,16,100,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,Europe
Google,S41,0.45348,0.108772,0.0566,0.184,0.0054795,0.0986,400,600,4,16,100,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Windows,Europe
Google,S42,0.27706,0.108772,0.0566,0.007577,0.0054795,0.0986,400,600,4,16,100,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Europe
Google,S43,0.1951,0.077688,0.0133,0,0.0054795,0.0986,400,600,4,16,100,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,free,Europe
Google,S44,0.37499,0.077688,0.0133,0.184,0.0013699,0.0986,100,600,4,16,100,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Windows,Europe
Google,S45,0.19857,0.077688,0.0133,0.007577,0.0013699,0.0986,100,600,4,16,100,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Europe
Google,S46,0.23429,0.077688,0.0566,0,0.0013699,0.0986,100,600,4,16,100,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,free,Europe
Google,S47,0.41829,0.077688,0.0566,0.184,0.0013699,0.0986,100,600,4,16,100,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Windows,Europe
Google,S48,0.24187,0.077688,0.0566,0.007577,0.0013699,0.0986,100,600,4,16,100,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Europe
Google,S49,0.29927,0.172668,0.0266,0,0.0013699,0.0986,100,600,4,16,200,yes,horizontal,no upfront,No commitment,On Demand,Standard,free,Europe
Google,S50,0.54902,0.172668,0.0266,0.184,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,No commitment,On Demand,Standard,Windows,Europe
Google,S51,0.3726,0.172668,0.0266,0.007577,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Europe
Google,S52,0.45182,0.172668,0.1134,0,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,Europe
Google,S53,0.63582,0.172668,0.1134,0.184,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Europe
Google,S54,0.4594,0.172668,0.1134,0.007577,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Europe
Google,S55,0.24414,0.051788,0.0266,0,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,No commitment,Spot,Standard,free,Europe
Google,S56,0.42814,0.051788,0.0266,0.184,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,No commitment,Spot,Standard,Windows,Europe
Google,S57,0.25172,0.051788,0.0266,0.007577,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,No commitment,Spot,Standard,Linux,Europe
Google,S58,0.33094,0.051788,0.1134,0,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,No commitment,Spot,SSD,free,Europe
Google,S59,0.51494,0.051788,0.1134,0.184,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,No commitment,Spot,SSD,Windows,Europe
Google,S60,0.33852,0.051788,0.1134,0.007577,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,No commitment,Spot,SSD,Linux,Europe
Google,S61,0.30113,0.108772,0.0266,0,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,free,Europe
Google,S62,0.48513,0.108772,0.0266,0.184,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Windows,Europe
Google,S63,0.3087,0.108772,0.0266,0.007577,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Europe
Google,S64,0.38793,0.108772,0.1134,0,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,Europe
Google,S65,0.57193,0.108772,0.1134,0.184,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Windows,Europe
Google,S66,0.3955,0.108772,0.1134,0.007577,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Europe
Google,S67,0.27004,0.077688,0.0266,0,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,free,Europe
Google,S68,0.45404,0.077688,0.0266,0.184,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Windows,Europe
Google,S69,0.27762,0.077688,0.0266,0.007577,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Europe
Google,S70,0.35684,0.077688,0.1134,0,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,free,Europe
Google,S71,0.54084,0.077688,0.1134,0.184,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Windows,Europe
Google,S72,0.36442,0.077688,0.1134,0.007577,0.0013699,0.1644,100,1000,4,16,200,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Europe
Google,S73,0.86363,0.232924,0.0266,0,0.0013699,0.6027,100,4000,4,32,200,yes,horizontal,no upfront,No commitment,On Demand,Standard,free,Europe
