Provider,Price,Deployment Type,CPU,RAM,STORAGE,external_egress,internal_egress,Autoscaling,Term_Length,Instance_Type,OS,Region,Scaling_to_zero,AppService_Domain,Certificates,Regional_Redudancy,Container_support
Google,0.6620958904,WebApp,2,8,250,2000,600,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,0.9080958904,WebApp,4,16,250,2000,600,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,1.40009589,WebApp,8,32,250,2000,600,yes,0,A_Shared,Windows,South America,no,no,A_no,no,yes
Google,0.4755890411,WebApp,1,0.5,1000,2000,400,no,0,A_Shared,Windows,Asia,yes,yes,A_no,no,no
Google,0.5915890411,WebApp,2,1,1000,2000,400,no,0,A_Shared,Windows,Asia,yes,yes,A_no,no,no
Google,0.7075890411,WebApp,2,2,1000,2000,600,no,0,A_Shared,Windows,Asia,yes,yes,A_no,no,no
Google,1.152356164,WebApp,4,2,1000,4000,600,no,0,A_Shared,Windows,Asia,yes,yes,A_no,no,no
Google,0.8043561644,WebApp,1,0.5,1000,4000,600,yes,0,A_Shared,Windows,Asia,yes,yes,A_no,no,no
Google,0.9169315068,WebApp,2,1,1000,4000,600,yes,0,A_Shared,Windows,Asia,yes,no,A_no,no,no
Google,1.032931507,WebApp,2,2,1000,4000,600,yes,0,A_Shared,Windows,Asia,yes,no,A_no,no,no
Google,0.7455068493,WebApp,1,1.75,50,4000,2000,yes,0,A_Shared,Windows,Asia,yes,no,A_no,no,yes
Google,0.8195068493,WebApp,2,3.5,50,4000,2000,yes,0,A_Shared,Windows,Asia,no,no,A_no,no,yes
Google,0.9675068493,WebApp,4,7,50,4000,2000,yes,0,A_Shared,Windows,Asia,no,no,A_no,no,yes
Google,0.7355068493,WebApp,1,0.5,50,4000,2000,yes,0,A_Shared,Windows,Asia,no,no,A_no,no,yes
Google,0.8408767123,WebApp,2,1,50,4000,2000,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.8351780822,WebApp,2,2,50,4000,1000,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.5464109589,WebApp,2,7,50,2000,1000,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.7224109589,WebApp,4,14,50,2000,1000,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.5544109589,WebApp,2,8,50,2000,1000,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.7384109589,WebApp,4,16,50,2000,1000,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,1.106410959,WebApp,8,32,50,2000,1000,yes,0,A_Shared,Windows,Asia,no,no,A_no,yes,yes
Google,0.6880547945,WebApp,1,0.5,1000,2000,600,no,0,A_Shared,Windows,Australia,yes,no,A_no,no,no
Google,1.34460274,WebApp,2,1,1000,4000,600,no,0,A_Shared,Windows,Australia,yes,no,A_no,no,no
Google,1.484027397,WebApp,2,2,1000,4000,1000,no,0,A_Shared,Windows,Australia,yes,yes,A_no,no,no
Google,1.620027397,WebApp,4,2,1000,4000,1000,no,0,A_Shared,Windows,Australia,yes,yes,A_no,no,no
Google,1.212027397,WebApp,1,0.5,1000,4000,1000,yes,0,A_Shared,Windows,Australia,yes,yes,A_no,no,no
Google,1.348027397,WebApp,2,1,1000,4000,1000,yes,0,A_Shared,Windows,Australia,yes,yes,A_no,no,no
Google,1.484027397,WebApp,2,2,1000,4000,1000,yes,0,A_Shared,Windows,Australia,yes,yes,A_no,no,no
Google,0.6878150685,WebApp,1,1.75,250,2000,400,yes,0,A_Shared,Windows,Australia,yes,no,A_no,no,yes
Google,0.7763150685,WebApp,2,3.5,250,2000,400,yes,0,A_Shared,Windows,Australia,no,no,A_no,no,yes
Google,0.8879041096,WebApp,4,7,250,2000,400,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.6099041096,WebApp,1,0.5,250,2000,400,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.6886438356,WebApp,2,1,250,2000,600,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,0.7065205479,WebApp,2,2,500,2000,600,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,1.277068493,WebApp,2,7,500,4000,600,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,1.494547945,WebApp,4,14,500,4000,1000,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,1.292547945,WebApp,2,8,500,4000,1000,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,1.514547945,WebApp,4,16,500,4000,1000,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
Google,1.958547945,WebApp,8,32,500,4000,1000,yes,0,A_Shared,Windows,Australia,no,no,A_no,yes,yes
