Provider,Price,Deployment Type,CPU,RAM,STORAGE,external_egress,internal_egress,Autoscaling,Term_Length,Instance_Type,OS,Region,Scaling_to_zero,AppService_Domain,Certificates,Regional_Redudancy,Container_support
Microsoft,0.8989474886,WebApp,2,8,1000,2000,600,yes,0,Isolated,Windows,Asia,no,yes,Standard,yes,yes
Microsoft,1.353878995,WebApp,4,16,1000,1000,400,yes,0,Isolated,Windows,Asia,no,yes,Standard,yes,yes
Microsoft,2.503878995,WebApp,8,32,1000,1000,400,yes,0,Isolated,Windows,Asia,no,yes,Standard,yes,yes
Microsoft,0.4933310502,WebApp,2,8,1000,400,1000,yes,1,Isolated,Windows,Asia,no,yes,Standard,yes,yes
Microsoft,1.012510274,WebApp,4,16,1000,1000,400,yes,1,Isolated,Windows,Asia,no,no,Standard,yes,yes
Microsoft,1.973195205,WebApp,8,32,1000,2000,400,yes,1,Isolated,Windows,Asia,no,no,Standard,yes,yes
Microsoft,0.3919623288,WebApp,2,8,1000,400,1000,yes,3,Isolated,Windows,Asia,no,no,Standard,yes,yes
Microsoft,0.9731952055,WebApp,4,16,1000,2000,400,yes,3,Isolated,Windows,Asia,no,no,Standard,yes,yes
Microsoft,1.593195205,WebApp,8,32,1000,2000,400,yes,3,Isolated,Windows,Asia,no,no,Standard,yes,yes
Microsoft,0.4919623288,WebApp,2,8,1000,400,1000,yes,0,Isolated,Linux,Asia,no,no,Standard,yes,yes
Microsoft,1.183195205,WebApp,4,16,1000,2000,400,yes,0,Isolated,Linux,Asia,no,no,Standard,yes,yes
Microsoft,2.013195205,WebApp,8,32,1000,2000,400,yes,0,Isolated,Linux,Asia,no,no,Standard,yes,yes
Microsoft,0.3519623288,WebApp,2,8,1000,400,1000,yes,1,Isolated,Linux,Asia,no,no,Standard,yes,yes
Microsoft,0.8931952055,WebApp,4,16,1000,2000,400,yes,1,Isolated,Linux,Asia,no,no,Standard,yes,yes
Microsoft,1.433195205,WebApp,8,32,1000,2000,400,yes,1,Isolated,Linux,Asia,no,no,Standard,yes,yes
Microsoft,0.2619623288,WebApp,2,8,1000,400,1000,yes,3,Isolated,Linux,Africa,no,no,Standard,yes,yes
Microsoft,0.7131952055,WebApp,4,16,1000,2000,400,yes,3,Isolated,Linux,Africa,no,no,Standard,yes,yes
Microsoft,1.073195205,WebApp,8,32,1000,2000,400,yes,3,Isolated,Linux,Africa,no,no,Standard,yes,yes
Microsoft,0.5438344749,WebApp,1,3.5,1000,1000,400,yes,0,Isolated,Windows,US,no,no,Wildcard,no,yes
Microsoft,1.053423516,WebApp,2,7,1000,2000,400,yes,0,Isolated,Windows,US,no,no,Wildcard,no,yes
Microsoft,2.072601598,WebApp,4,14,1000,4000,1000,yes,0,Isolated,Windows,US,no,no,Wildcard,no,yes
Microsoft,0.5238344749,WebApp,1,3.5,1000,1000,400,yes,0,Isolated,Linux,US,no,no,Wildcard,no,yes
Microsoft,1.013423516,WebApp,2,7,1000,2000,400,yes,0,Isolated,Linux,US,no,no,Wildcard,no,yes
Microsoft,1.992601598,WebApp,4,14,1000,4000,1000,yes,0,Isolated,Linux,US,no,no,Wildcard,no,yes
Microsoft,0.6617796804,WebApp,2,8,1000,400,1000,yes,0,Isolated,Windows,US,no,no,Wildcard,yes,yes
Microsoft,1.602601598,WebApp,4,16,1000,2000,2000,yes,0,Isolated,Windows,US,no,no,Wildcard,yes,yes
Microsoft,2.854793379,WebApp,8,32,1000,2000,2000,yes,0,Isolated,Windows,Australia,no,no,Wildcard,yes,yes
Microsoft,0.5182180365,WebApp,2,8,1000,400,1000,yes,1,Isolated,Windows,Australia,no,no,Wildcard,yes,yes
Microsoft,1.364793379,WebApp,4,16,1000,2000,2000,yes,1,Isolated,Windows,Australia,no,no,Wildcard,yes,yes
Microsoft,2.184793379,WebApp,8,32,1000,2000,2000,yes,1,Isolated,Windows,Australia,no,no,Wildcard,yes,yes
Microsoft,0.4182180365,WebApp,2,8,1000,400,1000,yes,3,Isolated,Windows,Australia,no,no,Wildcard,yes,yes
Microsoft,1.174793379,WebApp,4,16,1000,2000,2000,yes,3,Isolated,Windows,Australia,no,no,Wildcard,yes,yes
Microsoft,1.794793379,WebApp,8,32,1000,2000,2000,yes,3,Isolated,Windows,Australia,no,no,Wildcard,yes,yes
Microsoft,0.5282180365,WebApp,2,8,1000,400,1000,yes,0,Isolated,Linux,Australia,no,no,Wildcard,yes,yes
Microsoft,1.384793379,WebApp,4,16,1000,2000,2000,yes,0,Isolated,Linux,Australia,no,no,Wildcard,yes,yes
Microsoft,2.214793379,WebApp,8,32,1000,2000,2000,yes,0,Isolated,Linux,Australia,no,no,Wildcard,yes,yes
Microsoft,0.3782180365,WebApp,2,8,1000,400,1000,yes,1,Isolated,Linux,Australia,no,no,Wildcard,yes,yes
Microsoft,1.094793379,WebApp,4,16,1000,2000,2000,yes,1,Isolated,Linux,Australia,no,no,Wildcard,yes,yes
Microsoft,1.600547945,WebApp,8,32,1000,2000,2000,yes,1,Isolated,Linux,Australia,no,no,A_no,yes,yes
Microsoft,0.2539726027,WebApp,2,8,1000,400,1000,yes,3,Isolated,Linux,Australia,no,no,A_no,yes,yes
Microsoft,0.8705479452,WebApp,4,16,1000,2000,2000,yes,3,Isolated,Linux,Australia,no,no,A_no,yes,yes
Microsoft,1.220547945,WebApp,8,32,1000,2000,2000,yes,3,Isolated,Linux,Australia,no,no,A_no,yes,yes
